Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track
Lo Aprend De Ti Haash Primera Fila Hecho Realidad En V,Ha*Ash,11/11/2014,MXF011400346,3560,22.8,296711145,17197,13770893,67,1599246274,4273511,3933137,78337323,10,6169,970443,0
Girl Like Me,Black Eyed Peas,6/18/2020,USSM12003440,3547,22.8,529404392,74777,20137742,62,53885408,433692,74062960,583303862,111,125643,4139682,1
Here With Me,Marshmello,3/8/2019,USUG11900610,3564,22.8,676451716,70317,19641164,66,211922060,2621667,12206145,89270256,103,68308,3705612,0
Aint Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,3562,22.8,478791369,58453,15619408,63,964694090,6231853,28874189,281205271,55,53264,4680196,0
Twinnem,Coi Leray,9/20/2021,USUM72115284,3557,22.8,34116353,10084,1619073,42,73393043,1278586,716422698,6661617341,10,966,1061424,1
Mood,Makar,8/5/2022,QZMEN2295194,3551,22.8,86132200,50326,3786319,55,43654805,405433,22270479,397336191,12,19437,1548192,1
Tui With Dei V,YOVNGCHIMI,10/20/2023,QZWA32200398,3549,22.8,94305899,11356,9053525,72,48837884,316446,8394951,73323706,6,16,203793,1
Duki Bzrp Music Sessions Vol 50,Bizarrap,11/16/2022,UYB282201029,3554,22.8,158017957,35544,6481114,62,112378481,3043988,25195709,227308261,8,2244,137614,0
The Bones,Maren Morris,2/22/2019,USG4X1800054,3556,22.8,461420009,32656,13523577,63,97498335,724848,14368835,123888567,85,382468,2469386,0
Good News,Mac Miller,1/9/2020,USWB11801008,3567,22.8,447761883,116525,15419745,64,183168994,2032885,43407153,367511487,57,4887,666198,0
Wiggle,Jason Derulo,9/10/2013,USWB11400672,3568,22.8,458706557,72270,18270302,58,329962266,1714163,150122218,1599868506,41,7255,10208674,0
Evoque Prata,MC MENOR HR,9/9/2022,BCA2A2200128,3595,22.7,224150665,33067,14383640,58,105711690,630231,15466674,279699428,7,648,300617,1
Middle Child,PnB Rock,5/2/2019,USAT21901942,3590,22.7,143152814,37044,3705069,53,111536750,1932048,7419600,56902607,2,251,172456,1
Pakistan,D-Block Europe,6/29/2023,USZXT2351612,3594,22.7,43844757,25855,2553452,56,15389226,98631,30,1420,10,1580,101226,1
Beat The Odds,Lil Tjay,8/26/2022,USSM12207337,3575,22.7,115581471,49847,5823632,60,46251839,946512,11669063,93356963,16,38261,359642,1
All Around The World La La La,R3HAB,4/5/2019,NLW4L1900121,3571,22.7,654965766,124386,40611935,68,147035496,1383677,150205415,1859282676,87,34490,3047102,0
Youre On Your Own Kid,Taylor Swift,10/21/2022,USUG12205711,3585,22.7,587555589,34908,21579957,72,43130763,357803,54962930,342958656,13,1087,364310,0
My Head Is Spinning Like A Screw,kostromin,2/2/2021,QM4TW2159341,3578,22.7,116542329,41062,3658542,8,115229170,2436482,547119599,3964454629,9,1,3536203,1
Already Rich,Yeat,5/3/2023,USUM72306884,3592,22.7,156047755,31578,4170271,70,13251602,156992,26190022,273007809,1,12,252675,1
Bruises,Lewis Capaldi,3/31/2017,GBKPL1778698,3570,22.7,1135588382,132498,38683695,73,375823933,3028107,13112648,120059618,69,30368,2299610,0
Exile,Taylor Swift,7/24/2020,USUG12002838,3572,22.7,757789027,81489,55181767,72,144150389,1468017,72512284,553360638,70,10081,1831311,0
The Girls Blackpink The Game Ost,BLACKPINK,8/25/2023,KRA402300038,3596,22.7,116539504,7964,8670175,62,92628391,2102936,204176,870565,7,4506,220900,0
Love Sosa,Chief Keef,1/1/2012,USUM71214600,3586,22.7,757522352,224483,30472220,74,101146931,1073571,59591708,450672924,36,1404,1130370,1
Hinds Hall,Macklemore,5/10/2024,ZZOPM2445925,3589,22.7,22463244,2291,2406268,73,2237688,147286,111800,272100,6,985,86524,1
Skibidi,Little Big,10/5/2018,RUA591801291,3577,22.7,46872738,21343,1515150,49,876122384,6497142,35154078,460636179,14,14,1055258,0
Im Geekin,DDG,4/21/2023,USSM12302214,3584,22.7,76004507,24334,3477076,60,9862592,231074,182882813,1467434192,9,15042,132370,1
Eres M,Romeo Santos,2/25/2014,USSD11300464,3583,22.7,562983225,52754,16157389,73,1452593496,4997178,33076170,314778494,25,9125,3343573,0
Sunrise,Morgan Wallen,3/3/2023,USUG12300812,3579,22.7,104516305,16554,1412703,67,44535669,284688,2219054,23849216,3,155,153036,0
Bella Y Sensual,Romeo Santos,7/21/2017,USSD11700316,3611,22.6,494373634,45589,20264304,66,824555368,3078270,5427309,40949580,35,3741,1736972,0
Bertahan Terluka,Fabio Asher,2/2/2022,SGB502203331,3603,22.6,171663870,10620,2901653,4,169981704,823356,315673377,4039554717,5,2475,89958,0
If Looks Could Kill,Destroy Lonely,3/3/2023,USUM72302654,3618,22.6,88771696,46086,4886494,62,11580205,273458,2217176,13785559,3,27,456300,1
Alone With Nicki Minaj,Kim Petras,4/21/2023,USUG12302442,3622,22.6,79045342,18284,6628769,55,34142538,565870,9297727,105037367,42,61153,994509,1
Te Vi,Piso 21,6/1/2018,MXF151800454,3610,22.6,752708868,62653,31913503,70,535764821,2159262,59390273,427823320,68,16739,2326604,0
I Wanna Be Yours,Arctic Monkeys,1/1/2013,GBCEL1300373,3597,22.6,2185240293,277753,129062801,86,109538379,1268458,16502076,105020737,39,2746,4280207,0
Boyfriend,Justin Bieber,1/1/2012,USUM71202650,3614,22.6,538918222,73149,29404069,70,992302781,6629367,26028741,149188520,43,5481,3052967,0
Story Of My Life,One Direction,10/28/2013,GBHMU1300210,3607,22.6,1275036167,143693,85520811,79,264658339,3696633,105141667,862277477,101,86998,9015652,0
Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,3606,22.6,128264127,34856,14539064,57,57252735,907529,1049186,20590526,21,184255,1471206,0
Let Me Love You,Mario,1/1/2004,USJAY0400348,3608,22.6,971172980,146441,57655350,70,996052113,5781852,21655145,171491357,119,112158,6473758,0
Sofia,Alvaro Soler,4/15/2016,DEUM71601055,3612,22.6,353525330,59509,9323605,65,1004545222,7106869,17082677,151019644,21,43791,6134790,0
Ya Lili,Balti,11/7/2017,LBA0H1700138,3609,22.6,54678867,18538,1506717,46,1004615686,7493088,35556332,816621236,4,473,3070031,0
Those Eyes,New West,5/10/2019,TCAEE1990215,3613,22.6,785139012,119530,33481593,73,147215663,1730949,79425600,594352793,23,19144,2332983,0
Expl,Myke Towers,12/15/2020,QMFMF2007349,3619,22.6,243931915,57909,7781405,62,337123245,1592106,13056090,116038150,24,3123,466416,1
Girl On Fire,Alicia Keys,1/1/2012,USRC11201015,3620,22.6,646295324,96138,42759011,71,719570982,5771711,100602291,1264756176,112,132465,5809958,0
Like I Want You,Giveon,11/21/2019,USSM11914370,3623,22.6,382565051,85310,24209669,69,121875542,986189,17799186,123745488,55,25,1222113,0
Black Magic,Little Mix,5/21/2015,GBHMU1500046,3637,22.5,642037328,56621,20621933,67,1143353058,9332783,33193688,290754721,110,39176,2332701,0
Budapest,George Ezra,11/3/2013,GBARL1400477,3646,22.5,1142061871,140545,43438732,79,265620751,1528733,5175533,42711557,183,106124,12360774,0
Mi Tesoro,Zion & Lennox,9/30/2016,USWL11600243,3631,22.5,162240700,16013,5249592,54,168005056,764995,72549539,1426765550,10,1586,829090,0
Ere,juan karlos,8/4/2023,PHUM72300128,3626,22.5,117290821,8229,6844366,62,79061420,533194,17870184,201566991,5,715,20508,1
Alcoholfree,TWICE,6/9/2021,US5TA2100022,3634,22.5,224295163,24906,7188926,62,398036555,5248109,122614400,811061720,25,2581,339808,0
Bad Boy,Marwa Loud,1/1/2018,FR7IX1800130,3639,22.5,228588822,55077,5070531,63,526305086,5736409,348414974,3551204518,12,8461,4386468,0
Voices In My Head,Falling In Reverse,5/31/2022,USEP42231001,3644,22.5,122568479,33824,2017666,68,109752215,1100224,2568996,33939631,7,51518,365803,1
Hatihati Di Jalan,Tulus,3/3/2022,FR2X42253130,3627,22.5,306652166,21841,7413119,69,225136062,2113507,158047875,1719389454,17,13846,107807,0
Algo M,Rauw Alejandro,6/25/2020,USSD12000187,3648,22.5,304134537,57388,9038307,64,345512160,1952713,43897868,279992648,40,860,872301,0
Quicksand,Morray,10/30/2020,CA5KR2101974,3642,22.5,92536126,39798,3748995,53,290871758,2393255,11967754,101473422,27,72653,1464482,1
Singapur,El Alfa,5/15/2020,USDY42003198,3641,22.5,200520284,32859,6302679,64,477774248,3156383,144110176,1255331962,6,1955,576685,0
Just Dance,Lady Gaga,1/1/2008,USUM70807646,3629,22.5,1062571821,183102,83157868,74,566585521,2999671,86779845,623454990,166,209992,7126620,0
Toms Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,3640,22.5,296543065,117924,14177874,68,205245834,3566571,262367607,2473547695,12,6060,3560853,0
Hot,Young Thug,8/16/2019,USAT21904711,3635,22.5,387820994,84975,16825587,64,292576551,2516143,43178104,366572254,46,6,2389263,1
Moment,Vierre Cloud,12/19/2019,QM42K1931856,3628,22.5,383570519,111710,19093657,71,25031987,409300,50379871,332001686,9,13,914081,0
Tested Approved Trusted,Burna Boy,8/23/2023,USAT22307524,3658,22.4,42115225,15081,3685016,61,35754905,292516,694348,12150553,50,3272,972640,1
Galopa,PEDRO SAMPAIO,9/16/2021,BRWMB2100721,3667,22.4,210287302,26385,7610967,57,312406682,1727224,79097830,1043956869,17,5343,302042,0
Reckless,Madison Beer,6/4/2021,USSM12102874,3670,22.4,504851489,57183,22431648,66,156937871,2288818,95616150,763454337,43,24679,845428,0
Best On Earth Bonus,Russ,10/18/2019,USSM11913145,3665,22.4,236121136,50891,7553724,60,66409032,793546,5254332,44773047,34,85329,2596463,1
Drunk And I Dont Wanna Go Home,Elle King,2/26/2021,USRC12100003,3676,22.4,198817832,29696,13496258,61,72494045,589638,5259924,88185708,53,207532,1594014,0
Overdrive,Post Malone,7/14/2023,USUM72306020,3669,22.4,130236751,27992,6772366,63,9721972,104453,4910687,52127762,17,7742,229064,0
Cuando Nadie Ve,Morat,6/8/2018,ES5701800456,3673,22.4,621596476,41914,21124626,72,761391767,3404496,13275748,84607917,23,17161,1406798,0
Freak,Sub Urban,3/13/2020,USWB12000170,3652,22.4,193103080,47712,8225689,62,282087862,4970570,175447722,1526797371,5,2357,1359388,0
Sugar Rush Ride,TOMORROW X TOGETHER,1/27/2023,USA2P2243432,3672,22.4,178523233,14560,6470472,67,140763661,2394273,133503343,697618053,11,1785,370282,0
Sakhiyaan,Maninder Buttar,10/21/2018,FR96X1865569,3668,22.4,177496669,14789,2384549,65,776438148,6800185,28941338,339486868,4,113,433239,0
Without You,Avicii,8/10/2017,SE5R71700101,3662,22.4,1074175360,135290,29277394,73,293084186,2973334,19770288,229614343,82,43106,5939460,1
Aynen,Heijan,4/28/2023,QZMZ92307983,3663,22.4,66701855,12381,2302824,57,132663199,408097,1885010,52142540,7,2069,241463,0
Idgaf,Dua Lipa,6/2/2017,GBAHT1600301,3675,22.4,1583012380,108894,36019109,71,223607979,2045247,18251968,135618240,129,277,6705604,1
Maniac,Conan Gray,10/25/2019,USUM71920712,3653,22.4,845222205,109624,33327204,71,108306968,2342473,49175319,316355255,58,30836,1531126,0
Love Me Harder,Ariana Grande,1/1/2014,USUM71409728,3655,22.4,917284463,80957,31639571,73,930161541,5513057,2323429,18428812,84,18813,5880498,0
Si Supieras,Daddy Yankee,6/28/2019,US2BU1900761,3677,22.4,306404848,33666,10575144,63,605370523,2987290,4557282,56631793,47,4874,1301119,0
Heart On Ice,Rod Wave,5/31/2019,USUYG1257043,3659,22.4,320136804,70340,8592699,62,300606606,2725053,65635809,415394142,24,14504,1552968,1
Popstars,K/DA,11/3/2018,NLRD51859885,3650,22.4,352999804,49066,6820467,64,688305700,7491512,3122902,22307459,16,2110,768827,0
Ring,Cardi B,4/6/2018,USAT21801432,3671,22.4,242105356,25649,5257047,59,327705174,2907887,5433488,38979215,21,48967,1550411,1
Potion With Dua Lipa Young Thug,Calvin Harris,5/27/2022,GBARL2201128,3657,22.4,221965013,38872,27661038,60,51083768,550181,256156,4096148,58,113411,1046181,1
Young Wild Free,Snoop Dogg,10/11/2011,USAT21102232,3679,22.4,1431126152,247483,44736824,70,850533301,6782649,24881938,222945510,95,10266,142030,1
New Magic Wand,"Tyler, The Creator",5/17/2019,USQX91901115,3703,22.3,617991511,145653,18875661,74,100752374,1194201,100573264,661984472,16,194,1512216,1
Monster,LUM!X,4/19/2019,ITV951900009,3704,22.3,324575469,84886,16138519,66,84490948,834256,355125016,4875609910,25,16,3588080,0
River,Eminem,12/15/2017,USUM71712944,3691,22.3,830410811,95470,18564708,67,288374900,2645448,5687706,33671145,49,105,4748281,1
Churchill Downs,Jack Harlow,5/6/2022,USAT22203487,3690,22.3,153857576,59992,11239045,61,77159004,877109,8710165,72804876,11,1803,577230,1
Wide Awake,Katy Perry,1/1/2012,USCA21200932,3681,22.3,447997798,47976,35749050,73,1129883893,5231385,9846261,63097743,29,29375,4506047,0
Lush Life,Zara Larsson,6/5/2015,SEWEE1500509,3687,22.3,1429205245,151855,83732411,78,156015402,1540316,40191496,323351717,200,74545,9877808,0
Wildberry Lillet,Nina Chuba,8/12/2022,DEE862201008,3694,22.3,161145820,46697,7654058,58,62678908,513962,34317249,409238375,25,20804,647249,0
Amapiano,Asake,5/23/2023,USUYG1489119,3701,22.3,68990989,21556,4941800,63,29014150,237930,16832048,240070262,53,5137,721377,1
Hola Seo,GIMS,4/25/2019,FR8FB1901430,3695,22.3,208249257,42423,5969962,58,639243342,3905330,5679661,111981041,78,15911,3459196,0
Ma Mejores Amigos,BM,9/20/2022,QZTVM2225505,3697,22.3,179475517,26160,3816329,2,162785261,622557,2496551,32565249,2,1742,401773,1
Dream Girl Remix,Ir Sais,12/6/2019,USSD11900381,3699,22.3,289196126,56563,16313578,64,403607329,2363349,90776240,758684528,72,3280,1102746,1
Me Enamor,Shakira,1/1/2017,USSD11700088,3685,22.3,388986035,32035,11367243,61,1029205329,5258522,11668787,138694370,52,17126,3095680,0
On The Street With J Cole,j-hope,3/3/2023,USA2P2251898,3689,22.3,183683364,21804,15669021,63,67664152,3768577,146676533,803916984,15,7442,317811,1
Lost Forever,Travis Scott,7/28/2023,USSM12305017,3683,22.3,66878719,33290,3109142,62,2866171,33960,684129,4277522,5,30,149968,1
Bad And Boujee,Migos,10/28/2016,QMCE31700918,3688,22.3,936450891,1317,319309,40,1274494178,7719750,13465,223131,27,210,521405,0
What Ifs,Kane Brown,12/2/2016,USRN11600859,3696,22.3,516523975,45773,14539681,67,407784529,2047661,1643842,10506569,39,132684,1925032,0
Set Me Free,TWICE,3/10/2023,US5TA2300005,3705,22.3,117186345,11752,4854730,62,137633324,2497620,89151707,580855649,11,1361,191507,0
Say Something,A Great Big World,11/4/2013,USSM11306713,3714,22.2,1064534331,116991,57390894,65,113298251,1108651,38617874,339277915,102,943,12937536,0
You Belong With Me,Taylor Swift,1/1/2008,USCJY0803328,3720,22.2,643828366,87942,27210610,66,1600713698,10233607,72201064,428418832,45,41273,3063470,0
Sex Drugs Etc,Beach Weather,11/4/2016,TCACS1642138,3731,22.2,818926915,160628,48988304,77,85879643,1119551,62671433,478999463,37,127903,3388780,0
Tchuco Nela,MC Rogerinho,4/8/2022,BCN5Z2200003,3727,22.2,154127881,14889,8354745,72,233659337,1167552,74359518,1245591509,5,216,136448,1
La Mordidita,Ricky Martin,2/10/2015,USSD11400352,3706,22.2,301574752,35991,11957152,61,1379939508,3240310,30274438,236524309,45,5578,3635979,0
One In A Million,Bebe Rexha,8/4/2023,USWB12303800,3734,22.2,109868838,17147,65679098,70,6256696,55646,385969,7034216,48,52099,408957,0
Playing Games,Summer Walker,8/23/2019,USUM71917221,3737,22.2,177369022,26786,5711358,58,200783046,1614839,12315439,75387907,35,100358,1548061,1
Often,The Weeknd,1/1/2014,USUG11401323,3728,22.2,982399328,142822,40628124,73,578225770,3493215,29558322,191313816,47,1312,2317956,1
Better Things,aespa,8/18/2023,KRA302300242,3738,22.2,72446983,7731,5625254,60,100786648,982757,39545448,325517526,20,1825,106424,0
Swag Se Swagat,Neha Bhasin,12/12/2017,INY091700034,3716,22.2,22317486,4244,2598110,50,1179253796,5477479,2535364,48439256,12,941,389397,0
Sevilla,Thrife,8/12/2022,SE6XW2288884,3725,22.2,26054526,23652,1011837,41,1500755,20564,76687884,769574589,1,8,298281,1
Cute Depressed,Dyan Dxddy,2/2/2024,QZZ662413549,3726,22.2,54477192,3729,21277335,77,36326774,890834,3460300,41400000,2,1,120049,1
Inolvidable,Ovy On The Drums,1/15/2020,USWL12000002,3712,22.2,256133319,38487,8731809,65,515007268,2900662,35450027,341404786,8,1434,1247248,0
Zombie,Bad Wolves,1/19/2018,USDPK1800004,3718,22.2,391235723,77293,8225027,6,133338318,1407929,14567512,193481131,9,60942,5361011,0
Ni Bien Ni Mal,Bad Bunny,12/23/2018,QM7281884659,3735,22.2,461199840,57617,14966162,61,457134135,3745990,16239631,170750243,14,2191,889933,1
Maana Ser,KAROL G,2/23/2023,USUM72222550,3721,22.2,132811353,12970,4805498,66,53670834,569439,12432832,163703206,9,4052,212091,0
My Heart Goes La Di Da,Becky Hill,8/20/2021,GBUM72102422,3736,22.2,300361628,57447,23619962,63,73752014,482554,633965,11785929,94,104475,1988562,0
Candy Shop,50 Cent,1/1/2005,USIR10500072,3732,22.2,954807024,219091,69258950,75,1230174677,8016633,56619292,950938614,76,44539,6300407,1
Only,LeeHi,8/27/2021,KRC712100039,3724,22.2,335212411,50340,7777287,71,154369917,1963254,224149612,1513137827,8,3885,959210,0
Avalon,$uicideboy$,5/21/2021,QZAPK2000176,3723,22.2,204669341,54797,3940409,65,49001959,441894,4312773,49284460,2,14,288456,1
Puro Campe,Grupo Marca Registrada,10/14/2022,USA2P2243895,3708,22.2,162996272,20521,5076875,61,137834966,708557,5676478,72517463,5,47,338327,0
Espern,Manuel Turizo,12/7/2017,USQX91702666,3729,22.2,333106545,25970,7253202,59,982437656,2944717,3138449,37754097,18,3327,1055124,0
Gas Pedal,Sage The Gemini,3/19/2013,USUYG1027384,3751,22.1,253903241,57350,12202121,59,25539550,321940,20788928,136052679,25,4115,2408827,1
Stellar,.diedlonely,6/23/2023,QM3DF2222961,3742,22.1,44235866,6022,1268699,66,5698615,142632,181638749,1776006642,4,6,363177,0
En Tu Perra Vida,Grupo Firme,5/12/2021,QZDQH2143285,3740,22.1,265126606,24857,13763202,53,336327870,1617604,7194400,92652072,14,3623,801181,1
Malibu,Miley Cyrus,5/11/2017,USRC11700814,3763,22.1,810044838,87422,33951824,68,541704571,3988386,158069295,1190522330,136,21318,3225942,0
Spinnin,Connor Price,10/21/2022,QZTAS2238500,3741,22.1,164206429,49659,12999272,63,12484960,163647,18960431,182197234,1,136,776674,0
Coladin,Zï¿½ï¿½ Vaqu,10/27/2022,BCZZV2200032,3760,22.1,68110254,5563,9739787,62,220238857,1027402,10599831,175981880,13,35,71663,0
Coca Cola From Luka Chuppi,Tony Kakkar,2/4/2019,INS181900274,3757,22.1,84890640,8746,5016334,59,939513536,3629985,496273,7092486,17,723,141007,0
Los Botones Azules,Junior H,2/11/2022,USWL12200130,3758,22.1,409608018,35760,13777862,70,144073017,744920,26034148,274609855,17,30,522412,0
Joli B,Naza,9/11/2020,FRX762022181,3755,22.1,131677140,35653,2205297,57,198494925,1095673,37799046,559416339,28,8632,1009225,1
Time Of Our Lives,Pitbull,11/17/2014,USRC11402647,3739,22.1,1283683926,203125,103528914,79,351633773,2243784,88186338,590688494,140,81,8020959,1
This Town,Niall Horan,9/29/2016,USUG11601029,3743,22.1,957810500,107486,73687531,74,174370096,2856158,26476462,159860013,104,19825,5142901,0
Maybe Youre The P,Ava Max,4/28/2022,USAT22203651,3761,22.1,181659395,24137,10925511,62,50640948,470130,5336041,87012707,53,186049,1366573,0
Lil Bit,Nelly,10/23/2020,USQX92003343,3792,22.0,250828412,40989,10401884,61,47811498,451406,16852819,158825909,47,52253,1557518,1
Rainy Days,V,8/11/2023,USA2P2339028,3776,22.0,253540909,10383,13943814,70,67113019,3432701,1173702,5236353,4,1454,258925,0
Disaster,KSLV Noh,6/21/2021,QZHNC2184834,3784,22.0,258379092,72424,23939335,65,54540038,1019009,165449639,1863921422,12,1,1139004,0
Memories,Kid Cudi,12/5/2008,FRZID0900480,3778,22.0,923932404,261469,53941189,63,589202937,3297320,254252068,1972131587,64,23424,8619668,0
Its That Time,Marlon Hoffstadt,4/21/2023,QM4TX2371595,3789,22.0,29365536,28087,18522511,62,3502786,57445,11053278,124006258,4,2430,343152,0
Die A Happy Man,Thomas Rhett,1/1/2015,USLXJ1507199,3782,22.0,622198235,53548,22066757,66,281739663,1138264,2053389,18928214,56,90639,2864850,0
Cab In A Solo,Scotty McCreery,8/18/2023,USQX92304263,3787,22.0,11614161,2375,2311705,55,3113363,29826,63079,1218414,3,118584,311403,0
S,Anuel AA,11/18/2021,QMDA62184373,3771,22.0,200764254,45002,9737159,57,217898959,1101215,1749382,28799405,35,2877,447896,1
Bachke Bachke,Karan Aujla,8/18/2023,CAW112300246,3779,22.0,53303131,6899,2394704,61,78846057,671469,1633000,24708801,3,7,88579,0
Fed Up,Ghostemane,10/21/2020,ZZOPM2003235,3785,22.0,219841054,71843,10101641,64,128686770,2638466,98450996,1206875855,3,9,1998537,1
Slide,H.E.R.,9/27/2019,USRC11902505,3781,22.0,224529894,50674,7520303,53,268061194,2237400,15530760,112923227,43,92023,2404340,1
Be The One,Eli Brown,3/31/2023,GBUM72302199,3777,22.0,75309953,34283,39325226,67,9963983,111125,2241743,22133936,20,3716,330883,0
This City,Sam Fischer,1/19/2018,TCADL1840559,3767,22.0,633467655,74321,32015799,63,26434293,260550,162027612,1120361528,109,43085,1565404,0
Os Bico To Se Perguntando Let,MC PH,4/7/2023,BXG6R2300280,3801,21.9,131981248,15020,12049822,65,127960114,714022,2506579,33156781,8,2,99846,1
Fade,Jeff Satur,9/23/2022,THW092201719,3811,21.9,41494349,6516,1169599,52,267216988,1757325,14349551,102354732,11,1619,76255,0
Get Back,Pop Smoke,2/7/2020,USUM72002036,3800,21.9,355137565,123588,10315713,64,45164581,408483,61667693,637177334,7,154,1086060,1
Panic Room,Au/Ra,2/9/2018,GBARL1702250,3821,21.9,256361762,54160,11403808,63,183409458,2721404,49207504,298147047,26,352,747708,0
Baila Conmigo,Dayvi,12/28/2018,MXF011900173,3797,21.9,417257612,76682,17689258,62,301418451,2797161,14054827,219625896,71,15903,5980614,0
Noticed,Lil Mosey,7/20/2018,USUM71809565,3819,21.9,727014998,114135,13562882,65,348078879,3056099,2804253,25640147,13,192,1122407,1
Shoota,Playboi Carti,5/11/2018,USUM71804149,3809,21.9,686323132,165691,25912755,70,168225696,1829885,59068777,343926725,48,253,964881,1
Ignite,Alan Walker,5/11/2018,NOG841803010,3815,21.9,339954855,61901,8272313,64,669877400,6308434,16903913,215231253,14,7518,2570303,0
Sharing Locations,Meek Mill,8/27/2021,USAT22105014,3805,21.9,172558590,71478,11466134,53,74993454,802824,8222888,80999687,49,26889,851112,1
Overwhelmed,Royal & the Serpent,6/26/2020,USAT22002973,3813,21.9,189175699,49325,8000164,62,14575452,497747,210789823,2001548087,14,22497,1456206,0
Good As Hell,Lizzo,3/9/2016,USAT21600354,3799,21.9,627625151,76581,23235611,66,275081528,3556731,128360660,1187485509,41,313398,5017737,0
Caroline,Aminï¿,3/9/2016,USCGH1697037,3802,21.9,761038233,121158,21027698,64,71245011,686801,28814118,131813469,129,2299,3258289,1
Adictiva,Daddy Yankee,11/9/2018,US2BU1801109,3817,21.9,428271245,50261,14055347,62,587689921,2696020,5880730,67856339,34,8014,1097094,0
Kitsch,IVE,3/27/2023,QM4TX2337765,3798,21.9,146489854,12540,4019167,64,136400964,1361854,32671194,293588190,16,1218,227734,0
Rewrite The Stars,Zac Efron,11/17/2017,USAT21704623,3823,21.8,989608207,89520,20163755,67,300627390,2508271,21476849,205446459,42,4261,1889560,0
Hype Boy,NewJeans,8/1/2022,USA2P2230222,3836,21.8,541018402,37204,14531541,74,35777367,911054,138278860,1096877338,32,6153,474609,0
Gucci Los Pa,KAROL G,2/24/2023,USUM72222544,3826,21.8,121721506,8049,3681766,67,136014507,557809,5280019,78468779,10,2442,426324,1
Legends Never Die,League of Legends,9/15/2017,QMAF31500062,3841,21.8,595564275,93643,10186393,70,529533138,5465670,29092577,304569731,5,115,1393802,0
Desde Esa Noche,Thalia,1/29/2016,USSD11600005,3845,21.8,322003779,25025,10799784,59,1326260675,3999448,13009263,77792182,27,4143,1636139,0
Sos,Avicii,4/10/2019,SE5R71900201,3839,21.8,763658190,99429,20117915,66,155980021,1735488,19576729,258338520,143,88421,4054017,0
Franchise,Travis Scott,9/25/2020,USSM12004756,3830,21.8,278032053,79755,13755423,63,179207995,2529783,18571806,170949508,58,38286,1765806,1
Kya Baat Ay,Harrdy Sandhu,9/24/2018,INS171806873,3831,21.8,115373265,10885,2902589,60,743095293,4886076,25262021,440380121,11,994,297728,0
Do Not Touch,MISAMO,7/14/2023,JPWP02370420,3828,21.8,65157999,8260,3310476,57,117612168,1609669,25965952,161449720,7,66,121995,0
Persian Rugs,PARTYNEXTDOOR,10/16/2020,USWB12004216,3840,21.8,113153819,35421,6478459,65,14448833,138564,6242856,47272619,21,63,97523,1
Ambition For Cash,Key Glock,10/1/2021,USUYG1390429,3835,21.8,315336758,79303,26443727,70,29058447,408335,108992382,1234944902,30,5328,1286750,1
En Peligro De Extinci,La Adictiva,5/13/2018,MXA411400084,3832,21.8,310742518,20307,11542516,65,811416034,2074845,2297779,32767411,10,3303,1171550,0
Be Kind With Halsey,Marshmello,1/17/2020,USUG12001567,3829,21.8,664972754,67417,29811087,67,148754253,2371235,36829248,275420611,139,123485,3200345,0
Zukunft Pink Feat In,Peter Fox,10/20/2022,DEA622201528,3822,21.8,131713257,43947,6669237,58,33686131,355898,7289705,94823161,17,36564,638655,1
Ccc,Michelle Maciel,5/5/2023,UYB282379007,3837,21.8,205855278,15475,4201646,67,78474072,419209,28331408,253126168,12,1187,594542,0
Electric Love,Bï¿½ï¿,11/10/2014,USUM71416307,3874,21.7,1088889743,190953,46698179,75,271796914,3319576,217514635,1412148968,91,9250,3713524,0
Jee Ni Lagda,Karan Aujla,8/18/2023,CAW112300242,3871,21.7,56798458,7404,1780691,62,77968183,627912,1461040,11740158,9,166,74830,0
Nira Ishq,Guri,2/21/2019,FR10S1963992,3873,21.7,102266938,5921,739326,61,531503711,4123099,38869680,544172370,3,1,319625,0
Lo Que Hay X Aqu,Rels B,3/10/2023,UYB282376006,3868,21.7,223617742,28508,7355147,73,57156070,432032,8059214,51766245,4,40,409658,0
Jugnu,Badshah,10/26/2021,INUM72100074,3847,21.7,162005746,11105,3811972,61,402093763,2902624,4573508,74566411,15,708,268778,0
Graduation With Juice Wrld,benny blanco,8/30/2019,USUM71916692,3869,21.7,358055646,63452,9753180,58,79428378,1309138,62330473,1038829201,29,70,761157,1
Fim De Semana No Rio,Teto,3/30/2022,BXW922200001,3856,21.7,174165147,32542,6206794,61,228106838,2216911,12238437,119676469,16,34,50042,1
Hot Ngga,Bobby Shmurda,7/25/2014,USSM11405787,3851,21.7,491313680,122568,20199078,64,1058207974,7605627,42506243,300243753,70,19762,4169134,1
For Tonight,Giveon,9/24/2021,USSM12106837,3848,21.7,259405297,46330,19899069,59,68379159,772098,11752918,71844871,49,66137,1255610,0
Barely Holdin On,Polo G,8/18/2023,USSM12305651,3846,21.7,49246411,22225,4792493,59,17029916,393829,2771742,27395460,7,1985,278504,1
